"辞書
ページ"	見出し	見出しの漢字	見出しの説明	内容
805	ゆるめる	〔緩める〕		'jurumijuN
805	ゆるゆる			gooruu，'jooraakwaaraa，'jooruu，'jooruukwaaruu，→ゆっくり
805	ゆるりと			'juruitu，'jurujuru，'juruQtu，→ゆっくり
805	ゆれ	〔揺れ〕		→kugee，kugeei
806	ゆれる	〔揺れる〕		→kugeejuN，ゆらぐ，ゆらめく/ゆれ動く ?wiicuN/ 液体がゆれ動くさま 'juQtaikwaQtai
806	よ	〔夜〕		'juru，'juu，→よい，よる/ ～が白むこと sira?akagai，sira?aki
806	よ	〔世〕		'juu，→じせい，よのなか/ ～の移り変り 'jugawai，'juugawai
806	よ	〔代〕		'juu
806	よ		(助詞)	ii，'joo，muN，-sa，→-kee，-sami
806	よ	〔四〕		'-ju，'-juu
806	よあけ	〔夜明け〕		?akaCici，'ju?aki，→あけがた/ ～に起きること ?akaCici?uki/～を待ちかねること 'juu?akasikaNtii
806	よあそび	〔夜遊び〕		→moo?aSibii
806	よい	〔宵〕		jui，'jukunee/ ～の口から眠たがること 'jukuneeniibui/ ～の口から眠たがる者 'jukuneeniibujaa/ ～の明星'juubaNmaNzaa，maNzaabusi
806	よい	〔酔い〕		'wii
806	よい	〔良い〕		→いい，'jukaru，よろしい/よく 'juu/ よく仕上げる siinasjuN/ よくできる dikijuN，?NmarijuN，'jukajuN/ よくできた稲'jukai?Nni/ よくできたさつまいも 'jukai?Nmu/ よくできた砂糖 dikiZaataa/ よくやった sitai，sitari
806	よいいち	〔宵市〕		'jusaNdimaci
806	よいごこち	〔酔い心地〕		'wiigukuci
806	よいざまし	〔酔い醒まし〕		'wiisamasi
806	よいしょ			'eekicamee
806	よいっばり	〔宵っ張り〕		miiguhwaa，→よふかし
806	よいなき	〔酔い泣き〕		'wiinaci
806	よいやみ	〔宵闇〕		'jukuneegurasiN
806	よう	〔用〕		?umumuci，(敬語)gujuu，→ようじ/ ～のなくなった物 juuzucirimuN
806	よう	〔癰〕		'joo
806	よう	〔様〕		gutu，→-gukuru，guutuu/ ～であるgutooN/ ～に gutu，-nee，→guutuu
806	よう	〔酔う〕		'wiijuN/ 酔いしれる 'wiihurijuN/ 酔いつぶれて寝ること 'wiikurubi，'wiiniNzi/ 酔って暴れまわること'wiNgwii
806	ようい	〔用意〕		'juui，sikooi，sitaku，sugai，→こころがけ，じゅんび/ ～する sikoojuN，sugajuN，→'juui，sinjukujuN，sinukujuN/ ～するさま (～すること)sikooimukooi，→sinukuimatakui
806	ようい	〔容易〕		'jooi，→たやすい/ ～である duujaQsaN/ ～なこと duujaSimuN/～に duujaSiQteeN，→'jooi
806	ようか	〔8日〕		hacinici
806	ようがさ	〔洋傘〕		kaabujaagasa
806	ようかん	〔羊羹〕		maamigaN
806	ようき	〔容器〕		?irimuN
806	ようぎん	〔洋銀〕		'jaNziN
806	ようくん	〔幼君〕		→わかぎみ
806	ようけいぎょうしゃ	〔養鶏業者〕		tuiCikanajaa
806	ようさい	〔雲菜〕	(植物名)	?uNcee
806	ようし	〔養子〕		CikaneeNgwa，'joosi，→いりむこ，やしないご
806	ようじ	〔用事〕		'juuzu，'juuzukaci，→ようむき
806	ようじ	〔楊子〕		'joozi
806	ようじ	〔幼時〕		kuusaini，→ようしょう
806	ようしき	〔様式〕		→hwinagata
806	ようじゅ	〔榕樹〕		gazimaru
806	ようしょう	〔幼少〕		'juusjuu，→ようじ
806	ようじん	〔用心〕		'juusiN，kukuri，muNnu?ati/ ～する kukurijuN，→taNkijuN/ 心の中では～すること →sicadamasi
807	ようす	〔様子〕		'jooSi，→huuzi，mujoo，sikata，sitaraku，siZama，Zama，ありさま，すがた，なり，ふうさい/ ～を見るmiinajuN
807	ようすい	〔用水〕		CikeemiZi
807	ようそう	〔洋装〕		?uraNdasugai
807	ようだい	〔容態〕		'jooSi，'jootee，→びょうじょう
807	ようとんぎょうしゃ	〔養豚業者〕		?waakarajaa
807	ようはい	〔遙拝〕		?utaNkaatuusi，?utuusi/ ～式 →coonu?unjuhwee
807	ようばい	〔楊梅〕		'jamamumu，mumu/ 初めての～ haCimumu/ ～を売る娘 mumu?ui?aNgwaa
807	ようぼう	〔容貌〕		Cirakaagi，kaagi，(敬語)'Ncaagi，→かおだち，きりょう
807	ようむき	〔用向き〕		?umumuci，→よう
807	ようめい	〔幼名〕		→わらべな
807	ようやく	〔漸く〕		→とうとう，やっと
807	よかん	〔余寒〕		'wakaribiisa
807	よき	〔斧〕		'juuci，→おの，ておの/ ～の小型のもの saahuNgwaa，saahuNjuuci
807	よく	〔欲〕		'juku，dijuku，rijuku
807	よくあさ	〔翌朝〕		naaca?asa
807	よくげつ	〔翌月〕		naaZici
807	よくじつ	〔翌日〕		naaca
807	よくねん	〔翌年〕		'jukudusi
807	よくばり	〔欲張り〕		jukuu，'juukuu，→hatijukuu，rijuku，どんよく
807	よくばる	〔欲張る〕		→'juku
807	よくよく			'jukujuku，'jukuujukuu'juukuujuukuu，miSiku，→ねんいり
807	よくよくじつ	〔翌翌日〕		naasati
807	よくよくねん	〔翌翌年〕		naaNcu，naajaaN
807	よけい	〔余計〕		→よぶん/ ～なこと ?waabagutu/ ～な出費 ?waabaZikee/ ～な心配 ?waabasiwa，?waaba?umii/ ～なもの ?waaba，?waabamuN
807	よこ	〔横〕		'juku/ ～にそれさせる 'jukusjuN/ ～になる →kakijuN/ ～になって話をすること kakibanasi/ ～に引いた水'jukumiZi
807	よこいと	〔横糸〕		nuci
807	よこがお	〔横顔〕		'jukugau
807	よこぎる	〔横切る〕		kuNcijuN
807	よこじま	〔横縞〕		nuci?aja
807	よごす	〔汚す〕		'jugusjuN
807	よこたえる	〔横たえる〕		'jukuteejuN
807	よこちょう	〔横丁〕		sjuuzi
807	よこっばら	〔横っ腹〕		→わきばら
807	よこどり	〔横取り〕		'jukudui/ ～する 'jukusjuN
807	よこね	〔横根〕		biNduku
807	よこのり	〔横乗り〕		subanui
807	よこばしり	〔横走り〕		'jukubai
807	よこぶえ	〔横笛〕		haNsjoo
807	よこみち	〔横道〕		'jukumici，→わきみち
807	よこむき	〔横向き〕		subaNkee
807	よこめ	〔横目〕		hwicimi，sjoomi，subami
807	よごれ			?aka，'juguri/ ～がたまる ?akahanuN/ ～がひどいこと →miNkwaauu
807	よごれる	〔汚れる〕		?akahanuN，'jugurijuN，'wiNcajuN，→けがれる/ ところどころよごれたさま ?ajagacikoogaci
807	よざい	〔余財〕		'juZee
807	よし			→too
807	よしあし	〔善し悪し〕		'jusi?asi，ziihuzi
807	よしたけ		(植物名)	deeku
807	よじのぼる	〔攀じ登る〕		?agujuN
807	よじる	〔捩る〕		→ねじる
807	よじれる	〔捩れる〕		mudijuN
807	よす	〔止す〕		→やめる/ よしておく 'joosjoocuN，'joosjoojuN
807	よすみ	〔四隅〕		'juSimi
807	よせあつめる	〔寄せ集める〕		nucaasjuN
807	よせる	〔寄せる〕		'jusijuN
807	よそ	〔余所〕		'jusu，→たきょう/ ～の部落tasima
807	よそう		(食べ物を)	?irijuN，(敬語)?ukagijuN
807	よそおい	〔装い〕		sugai
807	よそおう	〔装う〕		sugajuN，→けしょうする
807	よそみ	〔余所見〕		'jukumi
808	よそめ	〔余所目〕		'jusumi
808	よそもの	〔余所者〕		tabinuQcuu
808	よだつ			→み
808	よたよた			CiruCiru，→よちよち
808	よだれ	〔涎〕		'judai，kucisiru/ ～をたらしてしゃべること 'judaikuuzoo/ ～を流すさま ziizii
808	よちよち			burabura，CiruCiru，→よろよろ/ ～歩きburaburaa?aQci
808	よっか	〔4日〕		'juQka
808	よつかど	〔四つ角〕		'juCi?azimaa，kazimajaa，→?azimaa
808	よつだけ	〔四つ竹〕		'juCidaki
808	よったり	〔4人〕		'juQtai
808	よっつ	〔四つ〕		'juuCi，'juu，(時刻) 'juCi，→し
808	よっぱらい	〔酔っぱらい〕		'wiQcaa，'wiQcu，'wiQcuu，→'wiimuNhurimuN，さけのみ
808	よづめ	〔夜詰〕		'juZimi
808	よつゆ	〔夜露〕		'juCiju
808	よつわり	〔四つ割り〕		'juCiwai，'juuCiwai
808	よつんばい	〔四つん這い〕		?iNgwaabooi
808	よとう	〔与党〕		→siruu
808	よどおし	〔夜通し〕		'junagata，'junagata sanagata，'juSiga，'juu?akiduusi，'juu?akiduusii，'juzuu
808	よとぎ	〔夜伽〕		'juutuzi
808	よとせ	〔4年〕		'jutu
808	よどむ	〔淀む〕		judunuN，→ちんでんする/淀ます'judumijuN/ ～こと'juudu
808	よなか	〔夜中〕		'jahwaN，'juhwaN'junaka，→よる/ ～中'juzuu/ ～に帰ること 'junakamudui
808	よなのか	〔四七日〕		'junaNka
808	よなべ	〔夜業〕		'juunaabi/ ～する場所 'juunaabii
808	よにん	〔4人〕		'juQtai
808	よねん	〔4年〕		'jutu
808	よのなか	〔世の中〕		'jununaka，sikiN，→せけん，よ
808	よは	〔余波〕		naguri
808	よびあつめる	〔呼び集める〕		'jubisuraasjuN
808	よびだす	〔呼び出す〕		'jubi?NzasjuN
808	よびもどす	〔呼び戻す〕		'jubimudusjuN
808	よびよせる	〔呼び寄せる〕		'jubijusijuN
808	よぶ	〔呼ぶ〕		'jubuN，→?eezi
808	よふかし	〔夜更かし〕		'juuki，→よいっばり
808	よふけ	〔夜更け〕		tuciSiri，→まよなか
808	よぶん	〔余分〕		?amai，'jucii，?waaba，?waahwa，→よけい
808	よぼう	〔予防〕		meekanijoozoo
808	よほど	〔余程〕		'juhudu，→かなり
808	よまわり	〔夜回り〕		'juumaai
808	よみかき	〔読み書き〕		/～そろばん →hwiQsaN/ ～のできる人 SimiNcu
808	よみち	〔夜道〕		'jumici，'juumici
808	よむ	〔読む・詠む〕		'junuN，→えいずる
808	よめ	〔嫁〕		jumi，(敬語)?weejumi/ ～いびりする者'jumi?ibiraa/ ～入り先 kusjatikata/ ～入り前 tacimee/ ～に行くtacuN/ ～に行くこと diQsiN/ ～にやったり婿をもらったりすること 'jumiduimukudui，mukuduijumidui
808	よも	〔四方〕		'jumu，→しほう
808	よもぎ	〔蓬〕		huuCibaa/ ～を入れた餅 huuCimuci
808	よもすがら			→よどおし
808	よゆう	〔余裕〕		juciihwa，'juCimi/ ～がある 'jucisaN/ ～綽々と 'juCijuCiitu，'juciQteeN/ ～を出す 'juciijuN
808	より		(助詞)	-jaka，-juka
808	よりあいしごと	〔寄り合い仕事〕		'jureesigutu
808	よりあつまる	〔寄り集まる〕		→あつまる
808	よりいと	〔縒り糸〕		→siranaa
808	よりかかる	〔寄り掛かる〕		?uQcakajuN
808	よる	〔夜〕		'juru，'juu，→よ，よなか/ ～の寒さ'juuhwizui/ ～のしじま 'jusizimi/～昼 'juruhwiru
808	よる	〔寄る〕		'jujuN，tuNmigujuN/寄り道→わき
808	よる	〔縒る〕		hwinijuN
808	よるべ	〔寄辺〕		tajui，→たのみ
809	よれよれ			→しわくちゃ/ ～の着物bitataiziN
809	よろい	〔鎧〕		'jurui
809	よろける			SiikujuN/ ～こと siikuinoori
809	よろこばしい	〔喜ばしい〕		hukurasjaN，→うれしい
809	よろこび	〔喜び〕		cimuhukui，'jurukubi，うれしさ
809	よろこぶ	〔喜ぶ〕		hukujuN，'jurukubuN，→hukurasjaN，?uQsjaN/ 喜び騒ぐ ?isjakajuN，?isjaakaajuN，→きんきじゃくやく/ 人知れず～こと →hucukuru?oozimee
809	よろしい			'jutasjaN，→いい
809	よろめく			→よろける
809	よろよろ			burabura，siikuimeekui，→よたよた
809	よろん	〔世論〕		→suukaNgee
809	よろんじま	〔与論島〕		juNnu/ ～と沖永良部島'juNnu?irabu
809	よわい	〔弱い〕		'joosaN，(体が)'jahwarasaN，→びょうじゃく，→よわよわしい/～所'joomi/弱く'jooN，'jooNgwaa/弱くなる'joojuN/ 弱そうである miijahwaragisaN/ 弱そうに見えて強い者 sipitaigaNzuumuN
809	よわね	〔弱音〕		/ ～をはく 'wabijuN
809	よわまる	〔弱まる〕		'joojuN，→たよりない，よわる
809	よわむし	〔弱虫〕		biiraa，'joobaa，sipitajaa
809	よわよわしい	〔弱弱しい〕		munujoocigisaN，munujoogisaN，→たよりない
809	よわりめ	〔弱り目〕		'joomi
809	よわる	〔弱る〕		'jabirijuN，'jahwaracuN，'joojuN，→すいじゃくする，よわまる/弱ったもの'jooimuN，'joorimuN
809	よん	〔4〕		→し
809	よんかい	〔4回〕		'jukeeN
809	よんとうぶん	〔四等分〕		→しぶんのいち，よつわり
809	よんなん	〔四男〕		'junaN
809	よんひゃく	〔400〕		sihjaaku/400文'jukumui，sipjaaku/ 450文 sipjaakuguNzuu
809	よんりん	〔4厘〕		nihjaaku，takumui
809	ら	〔等〕	(接尾)	-caa，-taa
809	ラード			buta?aNda，butaju
809	らいげつ	〔来月〕		taCici
809	ライチー		(植物名)	riici
809	らいねん	〔来年〕		'jaaN
809	らいはい	〔礼拝〕		→'juCi?unjuhwee，?unihwee，?unjuhwee，?unuhwee
809	ラオ	〔羅宇〕		cisiriZoo，roo
809	らく	〔楽〕		raku，→あんらく，きらく，ようい，らくらくと/ ～である duujaQsaN，siijaQsaN/ ～に暮らせること ?uhumaaru
809	らくいん	〔落胤〕		?utusidani，→おとしだね
809	らくいんきょ	〔楽隠居〕		raku?iNcu
809	らくがん	〔落雁〕		koogwaasi
809	らくじつ	〔落日〕		→ゆうひ
809	らくせいいわい	〔落成祝い〕		sjubi?uiwee，→かんせい
809	らくたん	〔落胆〕		cidai，Cirudai，→がっかり
809	らくちゃく	〔落着〕		dakucaku，rakucaku，→おちつく
809	らくらくと	〔楽楽と〕		rakurakutu
809	らしい			-gisaN，-raasjaN
809	らしんばん	〔羅針盤〕		karahaai
809	らち	〔埒〕		daci/ ～があかない →daci
809	らっかせい	〔落花生〕		ziimaami
809	らっきょう			daQcoo
809	られる		(受身)	-rijuN，(可能)-juusjuN，-rijuN，(尊敬)-miSeeN，-NSeeN，-rijuN
809	らん	〔蘭〕		/～の一種naguraN
809	らんかん	〔欄干〕		daNkaN，raNkaN
809	らんざつ	〔乱雑〕		kacihoorii，'jama，→ちらかる
810	らんせい	〔乱世〕		midarijuu，→?ikusajuu
810	ランプ			daNpu，raNpu
810	らんぼう	〔乱暴〕		?araci，→booduisiidui，boogai，Zaahwee/ ～である ?arasaN/～狼籍 Zaahweetiihwee/ ～を働く tibeejuN
810	らんぽうい	〔蘭方医〕		'jamatu?isja
810	らんぼうもの	〔乱暴者〕		?amaimuN，?amajaa，?amasitamuN，?aNmaku，maku，'NzarimuN，Sitimaku，SitimuN，ZaahweemuN
810	り	〔利〕		dii，rii，→えき，とく，りえき，りとく
810	り	〔里〕		-ri
810	りえき	〔利益〕		'ici，sjuutuku，→えき，り，りとく
810	りえんする	〔離縁する〕		→nucuN
810	りかいする	〔理解する〕		numikunuN，'wakajuN，→りょうかい
810	りく	〔陸〕		?agi
810	りげん	〔俚諺〕		Zukugu，→?ikutuba
810	りこう	〔利口〕		/ ～さ takuma，→こりこう/ ～である →?uziraasjaN，かしこい
810	りこうもの	〔利口者〕		karabasi，sjoo?iraa，sjoo?irimuN，takumaa，takumaciraa，takumacirimuN，→かしこい
810	りし	〔利子〕		→りそく
810	りせい	〔理性〕		→kani
810	りそく	〔利息〕		dii，rii，→りりつ/ 高い～takarihwii
810	りちぎもの	〔律義者〕		→meekatakasiraa
810	りっか	〔立夏〕		riQkaa
810	りっしゅう	〔立秋〕		riQsjuu
810	りっしゅん	〔立春〕		riQsjuN
810	りっしん	〔立身〕		diQsiN
810	りっとう	〔立冬〕		riQtuu
810	りっば	〔立派〕		diQpa，riQpa，zoobuN，→みごと /～な→cura-/ ～なことば使い cura?uuhuu/ ～な動き zoocibai
810	りっぶく	〔立腹〕		?izi，diQpuku，haradaci，riQpuku，→おこる
810	りとう	〔離島〕		hanarizima，→hanari
810	りとく	〔利得〕		rituku，→とく，り，りえき
810	りにゅう	〔離乳〕		→ちちばなれ
810	りびょう	〔痢病〕		ribjoo
810	りべつ	〔離別〕		ribiCi，→わかれ/ ～する →nucuN
810	りゆう	〔理由〕		→basju，cimuee，'waciee，'waki，わけ
810	りゅう	〔龍〕		duu，ruu
810	りゅうおうさま	〔龍王様〕		duuooganasi，ruuooganasi
810	りゅうか	〔琉歌〕		ruuka，→?uta/ ～と和歌の混合体 ?imahuu，nakahuu
810	りゅうがん	〔龍眼〕	(植物名)	diNgaN，riNgaN
810	りゅうぎ	〔流儀〕		huuzi/常識はずれの～hweeraNhuuzi
810	りゅうきゅう	〔琉球〕		duucuu，ruucuu/ ～王統治下の時代 ?ucinaajuu
810	りゅうきゅうおもて	〔琉球表〕		'iimusiru/～の畳'iidataN
810	りゅうきゅうがき	〔琉球柿〕		kuruboo
810	りゅうきゅうだけ	〔琉球竹〕		'jaNbaraa，'jaNbaraadaki，'jaNbarudaki
810	りゅうきゅうはぜのき		(植物名)	hazi，hazigi
810	りゅうこう	〔流行〕		hweei/ ～する hweejuN
810	りゅうこうか	〔流行歌〕		hweei?uta，→ha?uta，hwa?uta/ ～の名 →hweei?uta
810	りゅうこうご	〔流行語〕		hweeikutuba
811	りゅうこうびょう	〔流行病〕		huuci/ ～が大いにはやる huucigamarasjaN/ ～よけhuucigeesi
811	りゅうしゅつど	〔流出土〕		?iihu/ ～にかぶれること ?iihumaki
811	りゅうぜつらん	〔龍舌蘭〕		dugwai，rugwai
811	りゅうれん	〔流連〕		Zurinujaagumai/ ～する hwirikumajuN，→いりびたる
811	りょう	〔漁〕		→いさり
811	りょう	〔量〕		sicu，sjaku/ ～が多い sicu?uhusaN
811	りょうあし	〔両足〕		murubisja
811	りょうかい	〔了解〕		tui?uki/ ～する tui?ukijuN，→りかいする
811	りょうきん	〔料金〕		ciNsiN
811	りょうし	〔漁師〕		?ijutujaa，?umi?aQcaa，?umiNcuu/ ～をする →?aQcuN
811	りょうし	〔猟師〕		'jamasisitujaa
811	りょうしゅうしょう	〔領収証〕		?ukidui
811	りょうしん	〔両親〕		huta?uja，→?uja，ふぼ
811	りょうする	〔領する〕		kakijuN
811	りょうち	〔領地〕		kagee，?weekazi，(敬語)?ukakizima，→kuni，sima，simakuni/～と扶持米 simacizoo/ ～内 kagee?uci
811	りょうてい	〔料亭〕		→りょうりや
811	りょうば	〔両刃〕		muruhwa
811	りょうほう	〔両方〕		roohoo，sirikuci，sirukuci，→そうほう
811	りょうもく	〔量目〕		ciNmi，muNmi
811	りょうり	〔料理〕		hoocuu/ ～の材料が少いこと tiiciriboocuu/ ～の名など ?aasa?irici，?asitibici，biragaramaci，bukubukuu，bukubukuzaa，ciricirii，caNpuruu，Ciki?agi，diNgaku，duruwakasii，guNbookumii，hana?ika，hwirajacii，?inamuduci，kabacideekuni，kabaguboo，kabajaci，kaSitira，koobeetamagu，kuubu?irici，kuubumaci，kuunii，kuu?Nmunii，kuurizisi，maaminacaNpuruu，mimigaasasimi，minudaru，musubikuubu，muzinu?usiru，muzi?uSee，naQtuu，nitamairukuzuu，nuNkuu，?Nbusii，?Nmookasii，?Nmukuzihwirajacii，?Nmunii，?oohaNbiN，poopoo，puQturuu，saNmi，sikamuduci，simimuN，sisi?irici，sisitiNpura，taacii，taa?Nmunii，tasijaa?ubuN，tibici，toohunukaSi?irici，tuNhwaN，tuNhwaNZuuSii，tuNziiZuusii，?uigwaa?usee，?unimuN，?usaNmi，?utibici，?uunii，Zuusii/念入りに～する→tii?aNda/貧弱な～sabimuN
